species1	species2	replicate
2897	Sebastes_elongatus	Sebastes_saxicola	532
2898	Sebastes_ensifer	Sebastes_rosenblatti	532
2899	Sebastes_entomelas	Sebastes_melanops	532
2900	Sebastes_goodei	Sebastes_levis	532
2901	Sebastes_chlorostictus	Sebastes_variegatus	533
2902	Sebastes_elongatus	Sebastes_saxicola	533
2903	Sebastes_goodei	Sebastes_paucispinis	533
2904	Sebastes_entomelas	Sebastes_mystinus	533
2905	Sebastes_ciliatus	Sebastes_flavidus	533
2906	Sebastes_mystinus	Sebastes_paucispinis	534
2907	Sebastes_rosenblatti	Sebastes_saxicola	534
2908	Sebastes_proriger	Sebastes_variegatus	534
2909	Sebastes_flavidus	Sebastes_melanops	534
2910	Sebastes_goodei	Sebastes_levis	535
2911	Sebastes_saxicola	Sebastes_variegatus	535
2912	Sebastes_chlorostictus	Sebastes_ensifer	535
2913	Sebastes_entomelas	Sebastes_flavidus	535
2914	Sebastes_miniatus	Sebastes_saxicola	536
2915	Sebastes_levis	Sebastes_paucispinis	536
2916	Sebastes_mystinus	Sebastes_variegatus	536
2917	Sebastes_ensifer	Sebastes_rosenblatti	536
2918	Sebastes_flavidus	Sebastes_melanops	536
2919	Sebastes_miniatus	Sebastes_variegatus	537
2920	Sebastes_goodei	Sebastes_levis	537
2921	Sebastes_chlorostictus	Sebastes_elongatus	537
2922	Sebastes_entomelas	Sebastes_melanops	537
2923	Sebastes_caurinus	Sebastes_saxicola	537
2924	Sebastes_elongatus	Sebastes_entomelas	538
2925	Sebastes_caurinus	Sebastes_saxicola	538
2926	Sebastes_levis	Sebastes_paucispinis	538
2927	Sebastes_variegatus	Sebastes_zacentrus	538
2928	Sebastes_flavidus	Sebastes_melanops	538
2929	Sebastes_chlorostictus	Sebastes_ensifer	538
2930	Sebastes_ensifer	Sebastes_zacentrus	539
2931	Sebastes_levis	Sebastes_paucispinis	539
2932	Sebastes_caurinus	Sebastes_elongatus	539
2933	Sebastes_ciliatus	Sebastes_mystinus	539
2934	Sebastes_chlorostictus	Sebastes_rosenblatti	539
2935	Sebastes_flavidus	Sebastes_melanops	539
2936	Sebastes_chlorostictus	Sebastes_variegatus	540
2937	Sebastes_goodei	Sebastes_levis	540
2938	Sebastes_flavidus	Sebastes_melanops	540
2939	Sebastes_entomelas	Sebastes_mystinus	540
2940	Sebastes_caurinus	Sebastes_saxicola	540
2941	Sebastes_chlorostictus	Sebastes_ensifer	541
2942	Sebastes_miniatus	Sebastes_zacentrus	541
2943	Sebastes_caurinus	Sebastes_elongatus	541
2944	Sebastes_ciliatus	Sebastes_melanops	541
2945	Sebastes_goodei	Sebastes_paucispinis	541
2946	Sebastes_entomelas	Sebastes_mystinus	541
2947	Sebastes_ciliatus	Sebastes_proriger	542
2948	Sebastes_chlorostictus	Sebastes_levis	542
2949	Sebastes_variegatus	Sebastes_zacentrus	542
2950	Sebastes_elongatus	Sebastes_saxicola	542
2951	Sebastes_goodei	Sebastes_paucispinis	542
2952	Sebastes_entomelas	Sebastes_mystinus	542
2953	Sebastes_flavidus	Sebastes_melanops	542
2954	Sebastes_entomelas	Sebastes_flavidus	543
2955	Sebastes_elongatus	Sebastes_proriger	543
2956	Sebastes_goodei	Sebastes_paucispinis	543
2957	Sebastes_variegatus	Sebastes_zacentrus	543
2958	Sebastes_chlorostictus	Sebastes_ensifer	543
2959	Sebastes_caurinus	Sebastes_saxicola	543
2960	Sebastes_levis	Sebastes_rosenblatti	544
2961	Sebastes_entomelas	Sebastes_flavidus	544
2962	Sebastes_proriger	Sebastes_variegatus	544
2963	Sebastes_goodei	Sebastes_paucispinis	544
2964	Sebastes_caurinus	Sebastes_saxicola	544
2965	Sebastes_caurinus	Sebastes_entomelas	545
2966	Sebastes_proriger	Sebastes_variegatus	545
2967	Sebastes_chlorostictus	Sebastes_ensifer	545
2968	Sebastes_flavidus	Sebastes_melanops	545
2969	Sebastes_levis	Sebastes_paucispinis	545
2970	Sebastes_miniatus	Sebastes_paucispinis	546
2971	Sebastes_entomelas	Sebastes_zacentrus	546
2972	Sebastes_caurinus	Sebastes_saxicola	546
2973	Sebastes_chlorostictus	Sebastes_elongatus	546
2974	Sebastes_flavidus	Sebastes_melanops	546
2975	Sebastes_chlorostictus	Sebastes_saxicola	547
2976	Sebastes_levis	Sebastes_zacentrus	547
2977	Sebastes_entomelas	Sebastes_mystinus	547
2978	Sebastes_goodei	Sebastes_paucispinis	547
2979	Sebastes_ciliatus	Sebastes_melanops	547
2980	Sebastes_melanops	Sebastes_variegatus	548
2981	Sebastes_ensifer	Sebastes_goodei	548
2982	Sebastes_chlorostictus	Sebastes_rosenblatti	548
2983	Sebastes_elongatus	Sebastes_saxicola	548
2984	Sebastes_entomelas	Sebastes_mystinus	548
2985	Sebastes_chlorostictus	Sebastes_flavidus	549
2986	Sebastes_entomelas	Sebastes_mystinus	549
2987	Sebastes_caurinus	Sebastes_elongatus	549
2988	Sebastes_levis	Sebastes_paucispinis	549
2989	Sebastes_variegatus	Sebastes_zacentrus	549
2990	Sebastes_caurinus	Sebastes_melanops	550
2991	Sebastes_levis	Sebastes_paucispinis	550
2992	Sebastes_chlorostictus	Sebastes_rosenblatti	550
2993	Sebastes_variegatus	Sebastes_zacentrus	550
2994	Sebastes_entomelas	Sebastes_mystinus	550
2995	Sebastes_entomelas	Sebastes_zacentrus	551
2996	Sebastes_chlorostictus	Sebastes_elongatus	551
2997	Sebastes_flavidus	Sebastes_melanops	551
2998	Sebastes_goodei	Sebastes_paucispinis	551
2999	Sebastes_levis	Sebastes_miniatus	551
3000	Sebastes_caurinus	Sebastes_saxicola	551
3001	Sebastes_caurinus	Sebastes_saxicola	552
3002	Sebastes_mystinus	Sebastes_zacentrus	552
3003	Sebastes_levis	Sebastes_paucispinis	552
3004	Sebastes_chlorostictus	Sebastes_elongatus	552
3005	Sebastes_flavidus	Sebastes_melanops	552
3006	Sebastes_caurinus	Sebastes_goodei	553
3007	Sebastes_chlorostictus	Sebastes_ensifer	553
3008	Sebastes_ciliatus	Sebastes_proriger	553
3009	Sebastes_variegatus	Sebastes_zacentrus	553
3010	Sebastes_melanops	Sebastes_mystinus	553
3011	Sebastes_miniatus	Sebastes_proriger	554
3012	Sebastes_variegatus	Sebastes_zacentrus	554
3013	Sebastes_caurinus	Sebastes_saxicola	554
3014	Sebastes_flavidus	Sebastes_mystinus	554
3015	Sebastes_elongatus	Sebastes_ensifer	554
3016	Sebastes_levis	Sebastes_paucispinis	554
3017	Sebastes_chlorostictus	Sebastes_rosenblatti	554
3018	Sebastes_ensifer	Sebastes_melanops	555
3019	Sebastes_elongatus	Sebastes_saxicola	555
3020	Sebastes_entomelas	Sebastes_mystinus	555
3021	Sebastes_goodei	Sebastes_paucispinis	555
3022	Sebastes_chlorostictus	Sebastes_rosenblatti	555
3023	Sebastes_proriger	Sebastes_variegatus	555
3024	Sebastes_elongatus	Sebastes_variegatus	556
3025	Sebastes_entomelas	Sebastes_mystinus	556
3026	Sebastes_ensifer	Sebastes_rosenblatti	556
3027	Sebastes_caurinus	Sebastes_saxicola	556
3028	Sebastes_ciliatus	Sebastes_flavidus	556
3029	Sebastes_goodei	Sebastes_levis	556
3030	Sebastes_entomelas	Sebastes_miniatus	557
3031	Sebastes_chlorostictus	Sebastes_saxicola	557
3032	Sebastes_variegatus	Sebastes_zacentrus	557
3033	Sebastes_goodei	Sebastes_levis	557
3034	Sebastes_flavidus	Sebastes_melanops	557
3035	Sebastes_ciliatus	Sebastes_flavidus	558
3036	Sebastes_caurinus	Sebastes_rosenblatti	558
3037	Sebastes_levis	Sebastes_miniatus	558
3038	Sebastes_proriger	Sebastes_variegatus	558
3039	Sebastes_entomelas	Sebastes_mystinus	558
3040	Sebastes_goodei	Sebastes_paucispinis	558
3041	Sebastes_goodei	Sebastes_mystinus	559
3042	Sebastes_ensifer	Sebastes_saxicola	559
3043	Sebastes_chlorostictus	Sebastes_rosenblatti	559
3044	Sebastes_flavidus	Sebastes_melanops	559
3045	Sebastes_proriger	Sebastes_zacentrus	559
3046	Sebastes_rosenblatti	Sebastes_zacentrus	560
3047	Sebastes_entomelas	Sebastes_mystinus	560
3048	Sebastes_caurinus	Sebastes_saxicola	560
3049	Sebastes_goodei	Sebastes_paucispinis	560
3050	Sebastes_ciliatus	Sebastes_melanops	560
3051	Sebastes_caurinus	Sebastes_miniatus	561
3052	Sebastes_levis	Sebastes_melanops	561
3053	Sebastes_ensifer	Sebastes_rosenblatti	561
3054	Sebastes_goodei	Sebastes_paucispinis	561
3055	Sebastes_variegatus	Sebastes_zacentrus	561
3056	Sebastes_entomelas	Sebastes_mystinus	561
3057	Sebastes_entomelas	Sebastes_variegatus	562
3058	Sebastes_chlorostictus	Sebastes_elongatus	562
3059	Sebastes_caurinus	Sebastes_saxicola	562
3060	Sebastes_levis	Sebastes_miniatus	562
3061	Sebastes_goodei	Sebastes_paucispinis	562
3062	Sebastes_flavidus	Sebastes_melanops	562
3063	Sebastes_miniatus	Sebastes_variegatus	563
3064	Sebastes_levis	Sebastes_paucispinis	563
3065	Sebastes_elongatus	Sebastes_ensifer	563
3066	Sebastes_ciliatus	Sebastes_flavidus	563
3067	Sebastes_chlorostictus	Sebastes_rosenblatti	563
3068	Sebastes_caurinus	Sebastes_saxicola	563
3069	Sebastes_entomelas	Sebastes_mystinus	563
3070	Sebastes_saxicola	Sebastes_variegatus	564
3071	Sebastes_goodei	Sebastes_paucispinis	564
3072	Sebastes_chlorostictus	Sebastes_ensifer	564
3073	Sebastes_ciliatus	Sebastes_melanops	564
3074	Sebastes_entomelas	Sebastes_mystinus	564
3075	Sebastes_ensifer	Sebastes_zacentrus	565
3076	Sebastes_entomelas	Sebastes_melanops	565
3077	Sebastes_chlorostictus	Sebastes_rosenblatti	565
3078	Sebastes_elongatus	Sebastes_saxicola	565
3079	Sebastes_goodei	Sebastes_levis	565
3080	Sebastes_entomelas	Sebastes_zacentrus	566
3081	Sebastes_goodei	Sebastes_paucispinis	566
3082	Sebastes_flavidus	Sebastes_melanops	566
3083	Sebastes_chlorostictus	Sebastes_levis	566
3084	Sebastes_caurinus	Sebastes_saxicola	566
3085	Sebastes_flavidus	Sebastes_levis	567
3086	Sebastes_goodei	Sebastes_paucispinis	567
3087	Sebastes_ensifer	Sebastes_saxicola	567
3088	Sebastes_entomelas	Sebastes_mystinus	567
3089	Sebastes_proriger	Sebastes_zacentrus	567
3090	Sebastes_chlorostictus	Sebastes_rosenblatti	567
3091	Sebastes_miniatus	Sebastes_mystinus	568
3092	Sebastes_levis	Sebastes_paucispinis	568
3093	Sebastes_flavidus	Sebastes_melanops	568
3094	Sebastes_elongatus	Sebastes_rosenblatti	568
3095	Sebastes_proriger	Sebastes_zacentrus	568
3096	Sebastes_caurinus	Sebastes_saxicola	568
3097	Sebastes_entomelas	Sebastes_variegatus	569
3098	Sebastes_levis	Sebastes_paucispinis	569
3099	Sebastes_flavidus	Sebastes_melanops	569
3100	Sebastes_elongatus	Sebastes_saxicola	569
3101	Sebastes_ensifer	Sebastes_miniatus	569
3102	Sebastes_chlorostictus	Sebastes_rosenblatti	569
3103	Sebastes_caurinus	Sebastes_levis	570
3104	Sebastes_goodei	Sebastes_paucispinis	570
3105	Sebastes_melanops	Sebastes_proriger	570
3106	Sebastes_chlorostictus	Sebastes_rosenblatti	570
3107	Sebastes_entomelas	Sebastes_mystinus	570
3108	Sebastes_variegatus	Sebastes_zacentrus	570
3109	Sebastes_proriger	Sebastes_rosenblatti	571
3110	Sebastes_melanops	Sebastes_mystinus	571
3111	Sebastes_caurinus	Sebastes_saxicola	571
3112	Sebastes_levis	Sebastes_paucispinis	571
3113	Sebastes_variegatus	Sebastes_zacentrus	571
3114	Sebastes_goodei	Sebastes_melanops	572
3115	Sebastes_variegatus	Sebastes_zacentrus	572
3116	Sebastes_chlorostictus	Sebastes_ensifer	572
3117	Sebastes_caurinus	Sebastes_elongatus	572
3118	Sebastes_entomelas	Sebastes_mystinus	572
3119	Sebastes_miniatus	Sebastes_proriger	573
3120	Sebastes_variegatus	Sebastes_zacentrus	573
3121	Sebastes_melanops	Sebastes_mystinus	573
3122	Sebastes_levis	Sebastes_paucispinis	573
3123	Sebastes_chlorostictus	Sebastes_ensifer	573
3124	Sebastes_caurinus	Sebastes_elongatus	573
3125	Sebastes_caurinus	Sebastes_elongatus	574
3126	Sebastes_goodei	Sebastes_melanops	574
3127	Sebastes_entomelas	Sebastes_mystinus	574
3128	Sebastes_proriger	Sebastes_zacentrus	574
3129	Sebastes_ensifer	Sebastes_miniatus	574
3130	Sebastes_chlorostictus	Sebastes_rosenblatti	574
3131	Sebastes_entomelas	Sebastes_levis	575
3132	Sebastes_caurinus	Sebastes_elongatus	575
3133	Sebastes_ensifer	Sebastes_miniatus	575
3134	Sebastes_proriger	Sebastes_variegatus	575
3135	Sebastes_flavidus	Sebastes_melanops	575
3136	Sebastes_goodei	Sebastes_paucispinis	575
3137	Sebastes_chlorostictus	Sebastes_rosenblatti	575
3138	Sebastes_rosenblatti	Sebastes_zacentrus	576
3139	Sebastes_caurinus	Sebastes_elongatus	576
3140	Sebastes_goodei	Sebastes_levis	576
3141	Sebastes_ciliatus	Sebastes_melanops	576
3142	Sebastes_entomelas	Sebastes_mystinus	576
3143	Sebastes_caurinus	Sebastes_rosenblatti	577
3144	Sebastes_paucispinis	Sebastes_variegatus	577
3145	Sebastes_ciliatus	Sebastes_entomelas	577
3146	Sebastes_flavidus	Sebastes_melanops	577
3147	Sebastes_ciliatus	Sebastes_melanops	578
3148	Sebastes_elongatus	Sebastes_miniatus	578
3149	Sebastes_chlorostictus	Sebastes_rosenblatti	578
3150	Sebastes_proriger	Sebastes_zacentrus	578
3151	Sebastes_goodei	Sebastes_levis	578
3152	Sebastes_entomelas	Sebastes_mystinus	578
3153	Sebastes_caurinus	Sebastes_saxicola	578
3154	Sebastes_variegatus	Sebastes_zacentrus	579
3155	Sebastes_chlorostictus	Sebastes_flavidus	579
3156	Sebastes_entomelas	Sebastes_mystinus	579
3157	Sebastes_goodei	Sebastes_levis	579
3158	Sebastes_caurinus	Sebastes_elongatus	579
3159	Sebastes_entomelas	Sebastes_goodei	580
3160	Sebastes_caurinus	Sebastes_miniatus	580
3161	Sebastes_flavidus	Sebastes_melanops	580
3162	Sebastes_proriger	Sebastes_zacentrus	580
3163	Sebastes_ensifer	Sebastes_rosenblatti	580
3164	Sebastes_chlorostictus	Sebastes_entomelas	581
3165	Sebastes_goodei	Sebastes_paucispinis	581
3166	Sebastes_elongatus	Sebastes_saxicola	581
3167	Sebastes_proriger	Sebastes_zacentrus	581
3168	Sebastes_flavidus	Sebastes_melanops	581
3169	Sebastes_ciliatus	Sebastes_proriger	582
3170	Sebastes_flavidus	Sebastes_melanops	582
3171	Sebastes_levis	Sebastes_saxicola	582
3172	Sebastes_chlorostictus	Sebastes_rosenblatti	582
3173	Sebastes_entomelas	Sebastes_mystinus	582
3174	Sebastes_goodei	Sebastes_paucispinis	582
3175	Sebastes_variegatus	Sebastes_zacentrus	582
3176	Sebastes_elongatus	Sebastes_mystinus	583
3177	Sebastes_levis	Sebastes_paucispinis	583
3178	Sebastes_caurinus	Sebastes_saxicola	583
3179	Sebastes_proriger	Sebastes_variegatus	583
3180	Sebastes_flavidus	Sebastes_melanops	583
3181	Sebastes_chlorostictus	Sebastes_ensifer	583
3182	Sebastes_ciliatus	Sebastes_elongatus	584
3183	Sebastes_proriger	Sebastes_variegatus	584
3184	Sebastes_goodei	Sebastes_levis	584
3185	Sebastes_flavidus	Sebastes_mystinus	584
3186	Sebastes_chlorostictus	Sebastes_ensifer	584
3187	Sebastes_caurinus	Sebastes_saxicola	584
3188	Sebastes_levis	Sebastes_proriger	585
3189	Sebastes_elongatus	Sebastes_miniatus	585
3190	Sebastes_chlorostictus	Sebastes_ensifer	585
3191	Sebastes_variegatus	Sebastes_zacentrus	585
3192	Sebastes_caurinus	Sebastes_saxicola	585
3193	Sebastes_goodei	Sebastes_paucispinis	585
3194	Sebastes_flavidus	Sebastes_mystinus	585
3195	Sebastes_chlorostictus	Sebastes_zacentrus	586
3196	Sebastes_caurinus	Sebastes_elongatus	586
3197	Sebastes_flavidus	Sebastes_melanops	586
3198	Sebastes_ciliatus	Sebastes_mystinus	586
3199	Sebastes_goodei	Sebastes_paucispinis	586
3200	Sebastes_chlorostictus	Sebastes_entomelas	587
3201	Sebastes_proriger	Sebastes_variegatus	587
3202	Sebastes_flavidus	Sebastes_melanops	587
3203	Sebastes_caurinus	Sebastes_elongatus	587
3204	Sebastes_goodei	Sebastes_levis	587
3205	Sebastes_goodei	Sebastes_paucispinis	588
3206	Sebastes_elongatus	Sebastes_melanops	588
3207	Sebastes_caurinus	Sebastes_saxicola	588
3208	Sebastes_ensifer	Sebastes_rosenblatti	588
3209	Sebastes_entomelas	Sebastes_mystinus	588
3210	Sebastes_variegatus	Sebastes_zacentrus	588
3211	Sebastes_ciliatus	Sebastes_rosenblatti	589
3212	Sebastes_melanops	Sebastes_mystinus	589
3213	Sebastes_elongatus	Sebastes_saxicola	589
3214	Sebastes_levis	Sebastes_paucispinis	589
3215	Sebastes_variegatus	Sebastes_zacentrus	589
3216	Sebastes_saxicola	Sebastes_variegatus	590
3217	Sebastes_levis	Sebastes_paucispinis	590
3218	Sebastes_ciliatus	Sebastes_entomelas	590
3219	Sebastes_flavidus	Sebastes_melanops	590
3220	Sebastes_chlorostictus	Sebastes_rosenblatti	590
3221	Sebastes_caurinus	Sebastes_melanops	591
3222	Sebastes_chlorostictus	Sebastes_rosenblatti	591
3223	Sebastes_entomelas	Sebastes_mystinus	591
3224	Sebastes_goodei	Sebastes_levis	591
3225	Sebastes_proriger	Sebastes_variegatus	591
3226	Sebastes_goodei	Sebastes_levis	592
3227	Sebastes_mystinus	Sebastes_zacentrus	592
3228	Sebastes_flavidus	Sebastes_melanops	592
3229	Sebastes_elongatus	Sebastes_saxicola	592
3230	Sebastes_chlorostictus	Sebastes_ensifer	592
3231	Sebastes_levis	Sebastes_saxicola	593
3232	Sebastes_goodei	Sebastes_paucispinis	593
3233	Sebastes_entomelas	Sebastes_zacentrus	593
3234	Sebastes_chlorostictus	Sebastes_ensifer	593
3235	Sebastes_flavidus	Sebastes_melanops	593
3236	Sebastes_paucispinis	Sebastes_proriger	594
3237	Sebastes_caurinus	Sebastes_miniatus	594
3238	Sebastes_variegatus	Sebastes_zacentrus	594
3239	Sebastes_chlorostictus	Sebastes_rosenblatti	594
3240	Sebastes_ciliatus	Sebastes_flavidus	594
3241	Sebastes_entomelas	Sebastes_mystinus	594
3242	Sebastes_elongatus	Sebastes_variegatus	595
3243	Sebastes_goodei	Sebastes_paucispinis	595
3244	Sebastes_chlorostictus	Sebastes_ensifer	595
3245	Sebastes_entomelas	Sebastes_mystinus	595
3246	Sebastes_flavidus	Sebastes_melanops	595
3247	Sebastes_caurinus	Sebastes_saxicola	595
3248	Sebastes_chlorostictus	Sebastes_melanops	596
3249	Sebastes_entomelas	Sebastes_mystinus	596
3250	Sebastes_elongatus	Sebastes_saxicola	596
3251	Sebastes_goodei	Sebastes_paucispinis	596
3252	Sebastes_proriger	Sebastes_zacentrus	596
3253	Sebastes_melanops	Sebastes_rosenblatti	597
3254	Sebastes_caurinus	Sebastes_saxicola	597
3255	Sebastes_entomelas	Sebastes_mystinus	597
3256	Sebastes_proriger	Sebastes_zacentrus	597
3257	Sebastes_goodei	Sebastes_paucispinis	597
3258	Sebastes_entomelas	Sebastes_variegatus	598
3259	Sebastes_caurinus	Sebastes_levis	598
3260	Sebastes_goodei	Sebastes_paucispinis	598
3261	Sebastes_chlorostictus	Sebastes_rosenblatti	598
3262	Sebastes_flavidus	Sebastes_melanops	598
3263	Sebastes_ciliatus	Sebastes_elongatus	599
3264	Sebastes_entomelas	Sebastes_mystinus	599
3265	Sebastes_levis	Sebastes_paucispinis	599
3266	Sebastes_flavidus	Sebastes_melanops	599
3267	Sebastes_chlorostictus	Sebastes_ensifer	599
3268	Sebastes_variegatus	Sebastes_zacentrus	599
3269	Sebastes_caurinus	Sebastes_saxicola	599
3270	Sebastes_flavidus	Sebastes_goodei	600
3271	Sebastes_miniatus	Sebastes_saxicola	600
3272	Sebastes_chlorostictus	Sebastes_rosenblatti	600
3273	Sebastes_variegatus	Sebastes_zacentrus	600
3274	Sebastes_entomelas	Sebastes_mystinus	600
3275	Sebastes_ensifer	Sebastes_mystinus	601
3276	Sebastes_goodei	Sebastes_paucispinis	601
3277	Sebastes_flavidus	Sebastes_melanops	601
3278	Sebastes_caurinus	Sebastes_saxicola	601
3279	Sebastes_chlorostictus	Sebastes_rosenblatti	601
3280	Sebastes_proriger	Sebastes_variegatus	601
3281	Sebastes_entomelas	Sebastes_proriger	602
3282	Sebastes_caurinus	Sebastes_miniatus	602
3283	Sebastes_chlorostictus	Sebastes_rosenblatti	602
3284	Sebastes_goodei	Sebastes_levis	602
3285	Sebastes_variegatus	Sebastes_zacentrus	602
3286	Sebastes_flavidus	Sebastes_melanops	602
3287	Sebastes_goodei	Sebastes_saxicola	603
3288	Sebastes_chlorostictus	Sebastes_ensifer	603
3289	Sebastes_entomelas	Sebastes_flavidus	603
3290	Sebastes_ciliatus	Sebastes_zacentrus	603
3291	Sebastes_elongatus	Sebastes_entomelas	604
3292	Sebastes_caurinus	Sebastes_saxicola	604
3293	Sebastes_flavidus	Sebastes_melanops	604
3294	Sebastes_ensifer	Sebastes_rosenblatti	604
3295	Sebastes_proriger	Sebastes_variegatus	604
3296	Sebastes_goodei	Sebastes_levis	604
3297	Sebastes_caurinus	Sebastes_miniatus	605
3298	Sebastes_goodei	Sebastes_zacentrus	605
3299	Sebastes_chlorostictus	Sebastes_ensifer	605
3300	Sebastes_ciliatus	Sebastes_mystinus	605
3301	Sebastes_flavidus	Sebastes_melanops	605
3302	Sebastes_ensifer	Sebastes_proriger	606
3303	Sebastes_goodei	Sebastes_paucispinis	606
3304	Sebastes_flavidus	Sebastes_mystinus	606
3305	Sebastes_caurinus	Sebastes_saxicola	606
3306	Sebastes_chlorostictus	Sebastes_rosenblatti	606
3307	Sebastes_variegatus	Sebastes_zacentrus	606
3308	Sebastes_levis	Sebastes_miniatus	607
3309	Sebastes_proriger	Sebastes_variegatus	607
3310	Sebastes_ciliatus	Sebastes_mystinus	607
3311	Sebastes_goodei	Sebastes_paucispinis	607
3312	Sebastes_elongatus	Sebastes_saxicola	607
3313	Sebastes_chlorostictus	Sebastes_rosenblatti	607
3314	Sebastes_flavidus	Sebastes_melanops	607
3315	Sebastes_miniatus	Sebastes_rosenblatti	608
3316	Sebastes_entomelas	Sebastes_melanops	608
3317	Sebastes_goodei	Sebastes_proriger	608
3318	Sebastes_caurinus	Sebastes_saxicola	608
3319	Sebastes_variegatus	Sebastes_zacentrus	608
3320	Sebastes_elongatus	Sebastes_levis	609
3321	Sebastes_chlorostictus	Sebastes_rosenblatti	609
3322	Sebastes_mystinus	Sebastes_zacentrus	609
3323	Sebastes_flavidus	Sebastes_melanops	609
3324	Sebastes_goodei	Sebastes_paucispinis	609
3325	Sebastes_caurinus	Sebastes_saxicola	609
3326	Sebastes_chlorostictus	Sebastes_flavidus	610
3327	Sebastes_proriger	Sebastes_variegatus	610
3328	Sebastes_goodei	Sebastes_levis	610
3329	Sebastes_entomelas	Sebastes_mystinus	610
3330	Sebastes_elongatus	Sebastes_saxicola	610
3331	Sebastes_goodei	Sebastes_melanops	611
3332	Sebastes_variegatus	Sebastes_zacentrus	611
3333	Sebastes_rosenblatti	Sebastes_saxicola	611
3334	Sebastes_entomelas	Sebastes_mystinus	611
3335	Sebastes_caurinus	Sebastes_variegatus	612
3336	Sebastes_levis	Sebastes_paucispinis	612
3337	Sebastes_ciliatus	Sebastes_melanops	612
3338	Sebastes_ensifer	Sebastes_rosenblatti	612
3339	Sebastes_entomelas	Sebastes_mystinus	612
3340	Sebastes_levis	Sebastes_paucispinis	613
3341	Sebastes_caurinus	Sebastes_ciliatus	613
3342	Sebastes_flavidus	Sebastes_melanops	613
3343	Sebastes_ensifer	Sebastes_rosenblatti	613
3344	Sebastes_entomelas	Sebastes_mystinus	613
3345	Sebastes_proriger	Sebastes_zacentrus	613
3346	Sebastes_caurinus	Sebastes_paucispinis	614
3347	Sebastes_mystinus	Sebastes_proriger	614
3348	Sebastes_variegatus	Sebastes_zacentrus	614
3349	Sebastes_chlorostictus	Sebastes_rosenblatti	614
3350	Sebastes_flavidus	Sebastes_melanops	614
3351	Sebastes_saxicola	Sebastes_zacentrus	615
3352	Sebastes_goodei	Sebastes_paucispinis	615
3353	Sebastes_melanops	Sebastes_mystinus	615
3354	Sebastes_chlorostictus	Sebastes_ensifer	615
3355	Sebastes_caurinus	Sebastes_zacentrus	616
3356	Sebastes_levis	Sebastes_paucispinis	616
3357	Sebastes_entomelas	Sebastes_mystinus	616
3358	Sebastes_ciliatus	Sebastes_flavidus	616
3359	Sebastes_ensifer	Sebastes_rosenblatti	616
3360	Sebastes_mystinus	Sebastes_proriger	617
3361	Sebastes_ensifer	Sebastes_paucispinis	617
3362	Sebastes_flavidus	Sebastes_melanops	617
3363	Sebastes_caurinus	Sebastes_elongatus	617
3364	Sebastes_chlorostictus	Sebastes_rosenblatti	617
3365	Sebastes_variegatus	Sebastes_zacentrus	617
3366	Sebastes_ensifer	Sebastes_paucispinis	618
3367	Sebastes_ciliatus	Sebastes_entomelas	618
3368	Sebastes_variegatus	Sebastes_zacentrus	618
3369	Sebastes_caurinus	Sebastes_saxicola	618
3370	Sebastes_flavidus	Sebastes_melanops	618
3371	Sebastes_chlorostictus	Sebastes_rosenblatti	618
3372	Sebastes_melanops	Sebastes_zacentrus	619
3373	Sebastes_elongatus	Sebastes_miniatus	619
3374	Sebastes_chlorostictus	Sebastes_rosenblatti	619
3375	Sebastes_entomelas	Sebastes_mystinus	619
3376	Sebastes_caurinus	Sebastes_saxicola	619
3377	Sebastes_goodei	Sebastes_paucispinis	619
3378	Sebastes_chlorostictus	Sebastes_flavidus	620
3379	Sebastes_caurinus	Sebastes_saxicola	620
3380	Sebastes_levis	Sebastes_paucispinis	620
3381	Sebastes_proriger	Sebastes_variegatus	620
3382	Sebastes_entomelas	Sebastes_mystinus	620
3383	Sebastes_ciliatus	Sebastes_proriger	621
3384	Sebastes_entomelas	Sebastes_mystinus	621
3385	Sebastes_elongatus	Sebastes_miniatus	621
3386	Sebastes_chlorostictus	Sebastes_rosenblatti	621
3387	Sebastes_flavidus	Sebastes_melanops	621
3388	Sebastes_variegatus	Sebastes_zacentrus	621
3389	Sebastes_goodei	Sebastes_paucispinis	621
3390	Sebastes_caurinus	Sebastes_saxicola	621
3391	Sebastes_chlorostictus	Sebastes_ciliatus	622
3392	Sebastes_goodei	Sebastes_paucispinis	622
3393	Sebastes_proriger	Sebastes_variegatus	622
3394	Sebastes_caurinus	Sebastes_saxicola	622
3395	Sebastes_melanops	Sebastes_mystinus	622
3396	Sebastes_flavidus	Sebastes_paucispinis	623
3397	Sebastes_elongatus	Sebastes_saxicola	623
3398	Sebastes_entomelas	Sebastes_mystinus	623
3399	Sebastes_proriger	Sebastes_variegatus	623
3400	Sebastes_chlorostictus	Sebastes_rosenblatti	623
3401	Sebastes_ensifer	Sebastes_miniatus	623
3402	Sebastes_levis	Sebastes_rosenblatti	624
3403	Sebastes_flavidus	Sebastes_zacentrus	624
3404	Sebastes_entomelas	Sebastes_mystinus	624
3405	Sebastes_elongatus	Sebastes_saxicola	624
3406	Sebastes_goodei	Sebastes_paucispinis	624
3407	Sebastes_melanops	Sebastes_saxicola	625
3408	Sebastes_goodei	Sebastes_paucispinis	625
3409	Sebastes_entomelas	Sebastes_mystinus	625
3410	Sebastes_proriger	Sebastes_zacentrus	625
